,index,sentence,old_model_label,pred_label
8131,8131, southwestair darn bought it on the wrong device no way to switch m sure ,0,
8132,8132, united compensate us for new clothes bet you won t,0,
8133,8133, usairways what going on at phlairport ve been sitting at the gate for 45minutes ,0,
8134,8134, southwestair switching planes due to mechanical problems how does reboarding work was a49 now at end of long line stuck in middle ,0,
8135,8135, virginamerica many thanks for the follow ourprincess freyasfund usa bandie looking for any help http co ujfs9zi6kd,1,
8136,8136, southwestair fl 4158 cancelled flightled from dallas to austin no one answering 800 need help ,0,
8137,8137, usairways please stop asking me each week to place my bag in the size check itfits http co aurn07pwd4,0,
8138,8138, americanair no meelan did not afford supervisor to be included in the conversation pls check the rec of the call badcustomerservice,0,
8139,8139, usairways worst experience ever with you guys see my blog tomorrow on my experience maybe you can help make it better ,0,
8140,8140, southwestair too bad m getting this memo your reservation contains modifications that prevent you from changing it online fusturated,0,
8141,8141, usairways we on on the flight from phf to clt at the terminal but can get off plane yet need to get on iah flight ,0,
8142,8142, americanair yes just sayin that was particularly poorly handled situation ,0,
8143,8143, united that the reply lol hoping that at least the new plane was maintained before the flight ,0,
8144,8144, americanair she doesn have twitter ,1,
8145,8145, americanair thank you ,2,
8146,8146, usairways no warm weather hubs means no mexico for us and can go anywhere else since you lost my bags hope you attempt to rectify,0,
8147,8147, usairways saw online you had fee but was wondering if there was way to pay for it ahead of time instead of at the kiosk,1,
8148,8148, southwestair there nothing love more than being on hold for over an hour http co liqwoblfbt,0,
8149,8149, usairways erickofiejones how long are billing cycles,1,
8150,8150, united tried to and got through the whole 2 000 characters and was not even done ,0,
8151,8151, americanair usairways outbound flight 2 hour delay c air traffic amp 2 gate changes dividend miles member gets no email or text updates,0,
8152,8152, americanair uhmmm we need jcolenc down in dallas tx for his tour ,1,
8153,8153, united please help http co t5mrj5yw6i,1,
8154,8154, united would like to know what is the easiest way to get refund ,0,
8155,8155, usairways got off stand by list and on earlier flight to dca what is the status of my checked bag was supposed to be on 4047 thanks,0,
8156,8156, united captain we apologize for the delay the company is looking for an open gate glance starboard side see 5 open gates ,1,
8157,8157, jetblue flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation ,0,
8158,8158, southwestair not sure why we are still here in dallas plane has been at gate for 30 min no update at all flight 1140 poor service ,0,
8159,8159, usairways yes but again valuable time has been lost,0,
8160,8160, united sfo clearvision tv4u united terminal sfo airport http co q9byn9pctf,1,
8161,8161, virginamerica emailed your customer service team let me know if you need the tracking number ,1,
8162,8162, usairways it pretty hilarious that you want sweetingr to finish his awful experience before doing something make it right now ,0,
8163,8163, united want my bags there is vital equipment in there you are royally screwing me m cranky and want an update ,0,
8164,8164, southwestair heavenlychc9 d at least enjoy free cocktail or two ,2,
8165,8165, southwestair need your help but no one will pick up the phone ,0,
8166,8166, jetblue thanks just sent few dms ,1,
8167,8167, usairways 2 5 hours late flightr and the flight has been cancelled flightled you gotta work on your internal communication skills ,0,
8168,8168, southwestair tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it ,0,
8169,8169, americanair flight ba1551 departing tomorrow wednesday not cancelled flightled but how can anyone make it to the airport in this weather ,1,
8170,8170, americanair trying to change flight via dfw tomorrow can get thru on phone long wait then cut off x2 can you help please ,0,
8171,8171, jetblue why wouldn you just credit it right to my account instead of having separate sign on that seems pretty ridiculous ,0,
8172,8172, usairways what is going on with flight 1826 from phl to phx 10 mins to estimated departure nobody has board and no update ,0,
8173,8173, united as if 4 hour maintenance delay wasn enuf charge me 25 bag as global service platinum mbr get ur shit together,0,
8174,8174, virginamerica let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin uncomfortable,0,
8175,8175, jetblue why must you always delay my late flight night orlando flights ,0,
8176,8176, usairways ok guess the weather has been rough but have been trying to sort out missing air miles for days any suggestions ,0,
8177,8177, united received hotel but no food also email for 3750 miles last trip had 3 hr delay and 5000 miles so less for cancelled flightlation ,0,
8178,8178, united worst customer non service for sure ,0,
8179,8179, united all good next flight was little delayed so it all worked ,2,
8180,8180, americanair filled out baggage claim over the phone last night check the status to discover the rep confused arkansas for alaska ,0,
8181,8181, jetblue we want room and food allowances agents are refusing to give us vouchers to use at rooms we book ourselves ,0,
8182,8182, southwestair last week flew from dal to lax you got us in almost an hour early thank you ,2,
8183,8183, usairways you can even track my bag to see where it is it like it disappeared ,0,
8184,8184, americanair would have had to fly real far south huh winterweather brrr,1,
8185,8185, americanair this is all gotta say to all amp your staff for real http co rkprxtgvfl,0,
8186,8186, usairways one of your workers was very rude with us we can tell you in dm cuz it won be any good publicity ,0,
8187,8187, usairways it not often that an airline is so easy to work with needed to change my flight time and the attendants at mke made my day ,2,
8188,8188, united that brilliant thankyou so much is it classed as part of carryon ,2,
8189,8189, jetblue look what capture at uvf http co lj2zxzn8kg,1,
8190,8190, southwestair just talking to customer service united makes me appreciate you even more they could learn so much from you ,2,
8191,8191, virginamerica the manage itinerary section of your website seems to be broken for me https co 2pujvcelng,0,
8192,8192, usairways have been tryng to rsrv flight over the phone over the past 4 days and keep getting an automated message to call back ,0,
8193,8193, jetblue when arrived at the airport was told my ticket had been refunded because my name had fraud alert ,0,
8194,8194, united it was cancelled flightled none of the passengers were notified complete violation of travelers rights aerocivilcol,0,
8195,8195, usairways literally all that says is case open what good is that to me ,0,
8196,8196, usairways and americanair aren as merged as the marketing departments would have us believe maybe delta or united can get me home ,1,
8197,8197, united great thank you ll send it now ,1,
8198,8198, usairways after crappy flight due to delays and rude staff members m happy to report after paying 25 to check my luggage it ruined,0,
8199,8199, virginamerica weather delays gt next few weeks jfk bos dca,1,
8200,8200, usairways how do get thru on hold 3 hours 5 minutes is this normal my call is lost,0,
8201,8201, jetblue appreciate the speedy response but the longer you delay the more inconvenience you put on your customers please nix change fee ,0,
8202,8202, united just changed again this is crazy youragentshavenoclue http co a37n3ohokl,0,
8203,8203, americanair united just deplaned at hare gate k13 why don you send customer service rep to discuss my situation god knows ,0,
8204,8204, southwestair res chg online app no work still on hold faster for hubby to drive to airport to make change counter fail,0,
8205,8205, jetblue yes and not boarding at 6 44 good luck with that push wheels up to reality dare you ,0,
8206,8206, southwestair is hosting an theacademy party in the terminal in atlanta peanutsonaplatter,2,
8207,8207, united 45 min at ewr baggage claim stillnobags ridiculous,0,
8208,8208, jetblue let just say idontwannalivewithoutyourlove https co i9kcgaxxfa itwasminttobe bestinclasssocial thankyou travel business,1,
8209,8209, usairways we ve been on hold for over 7 hours after my wife flight was cancelled flighted ,0,
8210,8210, usairways with the weather mess in the south missed my connection in clt impressed though with the cust serv phone reps today ,2,
8211,8211,thank jetblue itslaloca but of course safety is always 1st we ll make sure to handle her with care and love ,2,
8212,8212, united if guy on flight 1230 follows through on threat to sue because he couldn carry on 3 bags will defend you for free ,0,
8213,8213,need more info on that united momsgoodeats we have great amenity kits pj not included we status match aa kp ,1,
8214,8214, americanair if want to change my flight due to weather conditions in dallas this weekend should be able to cover change fee with miles,1,
8215,8215, united and yet we still haven left yet and can watch my pre paid directtv firstworldproblems,0,
8216,8216, jetblue awesome bestairlineever,2,
8217,8217, americanair sure is what more frustrating is being stranded at the airport with our fate in your hands ,0,
8218,8218, jetblue thank you that it is not just livery it is culture that 16 000 crewmembers embody daily thanksdave http co innp0kkyby,2,
8219,8219, southwestair fattuesday great job celebrating mardigras today at atlanta airport another reason m nuts for you http co 8wbzorrn3c,2,
8220,8220, united are you able to see if there are seats open on another flight ,1,
8221,8221, americanair don they already know isn everyone sharing how nasty the food is it not even close to decent ,0,
8222,8222, united dm sent thanks so much for the strong customer service ,2,
8223,8223, southwestair looking forward to flying once again with swa on friday the luv airline dtw mdw tus,2,
8224,8224, americanair third you lost her bag amp after 50 mins of being on hold you told her she would eventually get her bag completely unacceptable,0,
8225,8225, united ridiculous to fly outdated 757s anywhere much less btwn iah and sfo no power ports no wifi no personal entertainment torture,0,
8226,8226, americanair dogbuckeye no was on hold for 4 1 2 hours 3 diff agents each different information frustrating kept getting txfd ,0,
8227,8227, americanair how do check reservation for joe watson and kelsey jennings we were on hold for 2 hours waiting for call back now eta ,0,
8228,8228, usairways thanks made it safely http co kcqebeej7s,2,
8229,8229, americanair need to hold or get call back just get hung up on by your phone system for 6 hours now ,0,
8230,8230, united thank you,2,
8231,8231, usairways americanair will one of you please answer the phone ,0,
8232,8232, united was denied getting on the plane o getting the chance to prove it fits m not rookie read my bio ,0,
8233,8233, southwestair do you anticipate any cancelled flightlations for flights out of nashville tomorrow thank you ,1,
8234,8234, jetblue no more than half an hour wait it unreal finally first bag coming out sju needs to work on this,0,
8235,8235, united 14 hours after landing in atl amp still do not have my bags which means no clothes or makeup unitedairlines nothappy,0,
8236,8236, americanair it is absolutely unacceptable have been calling all day and am hung up on every time just need 5 minute bit of help ,0,
8237,8237, usairways have and you have not been able to locate them its insane trust you and pay you to look after my things and you lost them ,0,
8238,8238, southwestair boarded plane only to be told to get off as it wasn our plane now an hour delay ,0,
8239,8239, usairways ok thanks,2,
8240,8240, jetblue alright ,1,
8241,8241, southwestair am now rapids rewards member lovetotravel chaching,1,
8242,8242, americanair gold elite loyalty customer can count on my hometown preferred airline to do right bummed ,0,
8243,8243, americanair by answering as fast as they can you mean hanging up on every call ,0,
8244,8244, southwestair lol already am am card member as well too lol enjoy flying with you guys,2,
8245,8245, united do you also want the naming rights to my first child so can fly home and visit with my mother and avoid more winter depression ,1,
8246,8246, americanair today wait was violation of dot passengerbillofrights http co gxvfumn3iz,0,
8247,8247, jetblue from san diego with 4 hour delay to jfk even you have amex jetblue even having over 50 000 travel miles you re still nothing,0,
8248,8248, usairways need help about ticket dm me,1,
8249,8249, jetblue applied for job at pdw where could go for follow up d really love the job ilovejetblue,1,
8250,8250, americanair 740pm wheels up to be exact m sending dm ,1,
8251,8251, jetblue thx for confirming again yr team is awesome thanks for the prompt amp helpful response cheers to less snow in everyone future,2,
8252,8252, united on flight to new york love the quality planes on united wtf crappy aviation newyork http co zv6cfpohl5,0,
8253,8253, americanair that 16 extra hours of travel time missed vacation time and now you guys are messing with my professional life ,0,
8254,8254, united your helpful agents in club helped am just out baggage fees and night of my life stop doing business with silverairways,0,
8255,8255, jetblue glad happy have my bag but as traveler entrusted w my property amp return it damaged amp that the best answer have ,0,
8256,8256, usairways are people going to answer our calls ,0,
8257,8257, southwestair sorry to spam it would just be so awesome to see imaginedragons in vegas your help would be absolutely amazing ,2,
8258,8258, usairways these changes as well to late flightr find out that the flight was scheduled for isn ready,0,
8259,8259, usairways and by the way m planning it while ve ben waiting in the line at customer service in phx for over an hour ,0,
8260,8260, southwestair is this joke my return flight is delayed too 3 in row new record from you guys ,0,
8261,8261, southwestair just disconnected my call after 2 5 hours without even speaking to me octaviannightmare,0,
8262,8262, jetblue great flight http co e0r0nto4tr,2,
8263,8263, usairways you are the actual worst you have zero respect for your passengers m officially done flying with you ,0,
8264,8264, southwestair please refund my ticket what terrible experience southwestfail,0,
8265,8265, united wtf delay after delay 15 hours yvr to san unacceptable flight crew availability is to blame never again with united,0,
8266,8266, usairways thanks ,2,
8267,8267, virginamerica sad to learn you no longer fly sfo gt phl hope it returns ,0,
8268,8268, united but they are not lady one phone says its in tel aviv tel aviv united says its in newark no one knows and have nothing ,0,
8269,8269, united you guys are horrible ,0,
8270,8270, southwestair great example of customer service this morning at msy headed to atl alison and bobbi were fantastic gate b8 thank you ,2,
8271,8271, united so what does someone with severe anxiety do when the one person who can help him isn next to him ,0,
8272,8272, southwestair thank you so much completely made things right ,2,
8273,8273, jetblue we have twice they said they can dim those lights but they did on our first flight ,0,
8274,8274,haha jetblue our fleet on fleek http co kmanldqbh4 ,0,
8275,8275, americanair do we get class discount on your wifi will be flying your airlines at approx 4 am ,1,
8276,8276, united this is the year for van gogh fans to visit europe http co e1eofthgaj,1,
8277,8277, usairways 24 hrs late flightr still not home hotel rental car etc with 5 yr old what happened to customer service is our first priority ,0,
8278,8278, americanair thank you for responding rather quickly btw,2,
8279,8279, southwestair same here would appreciate follow so can dm my info to figure out what am supposed to do ,0,
8280,8280, southwestair gary kelly should be ashamed of himself running corporation in this way,0,
8281,8281, jetblue so why do you put this at the bottom of ur baggage report for fun jetblue airlinequality skytrax http co tu9jx2jazn,0,
8282,8282, americanair the late flightst usair4603 earlier 4591,1,
8283,8283, americanair why am continually getting put on hold by painfully inexperienced people when calling your platinum desk ,0,
8284,8284, americanair yes it says my reservation cannot be retrieved at this time also never got an email from aa saying my flight was cancelled flightled ,0,
8285,8285, southwestair trying to get anyone on phone flt cancelled flighted please get me to denver ,0,
8286,8286, usairways thanks means lot after was verbally cussed out charged extra for bag amp then told don feel like dealing with it ,0,
8287,8287, united bull crap spent 600 on recent trip that not small change got 10 000 aa miles would have only been 6600 ua,0,
8288,8288, united you phone customer service team is bad think it is time for me to consider switching airlines ,0,
8289,8289, united well thanks for not charging me for switching my two cancelled flightled flights anyway that was pretty nice stillmakingmepoorthough,2,
8290,8290, southwestair will the daytona 500 be available on free tv ,1,
8291,8291, jetblue thanks for the personalized customer service cannedtweet autoresponse,2,
8292,8292, americanair didn want to cancelled flight wanted to take someone off and keep my price held at 402 at 10am today 440 now 530,0,
8293,8293, virginamerica jezziegoldz club virgin is bumping in new york http co haqc7gdg7c,1,
8294,8294, americanair can you provide guidance on how should work with them to resolve the issue,1,
8295,8295, southwestair my bag was late flight checked and put on different flight from oak gt msy having troubles tracking it down any help ,1,
8296,8296, southwestair finally passbook option for the swa app thank you ,2,
8297,8297, united that not the issue the fact that no one even called despite promises to confirm the bag location is ,0,
8298,8298, americanair ve never witnessed such covert tactics from an airline ,0,
8299,8299, usairways awesome usair tysvm lt 3,2,
8300,8300, united no have pricey chase mileage plus cc ,1,
8301,8301, southwestair know one thing delta would never treat their customers like this ,0,
8302,8302, americanair is there probability that flight 1330 from dfw to dtw will be delayed or cancelled flighted ,1,
8303,8303, southwestair pretty terrible customer service sat on hold 10 min then busy signal then disconnected do all airlines have to suck ,0,
8304,8304, united not once did us3645 leave ord on time this week shameful,0,
8305,8305, southwestair glad you appreciate it it ll be the last dollar you ever get from me thanks to your wretched customer service,0,
8306,8306, usairways get some bs from guy at the door says door closes 10 minutes before it backs out yet know for fact it was 5 people short,0,
8307,8307, usairways agree but per the captain this issue happened before boarding amp we all sat in the plane for almost 2 hrs,0,
8308,8308, southwestair what up with these delays throw some priority boarding my way amp ll forgive you southwest southwestairlines,0,
8309,8309, united such relaxing space for drink before my flight at united global first lounge https co j4cj0lrf2d http co dtlguq1kak,2,
8310,8310,you have to follow me back so that can dm southwestair,1,
8311,8311, usairways would be willing to pay anything to change flight allegianttravel does not help ,0,
8312,8312, jetblue airbusintheus a320 landing aruba_airport in february of 2014 avgeek warmweather https co kaej9g0chd,1,
8313,8313, jetblue btw robin hayes is speaking at next month uschamber aviation summit he ought to give shout out to his twitter team you rock,2,
8314,8314, united yes know that the question is why is that still the case fail,0,
8315,8315, usairways ve been on hold for 90 minutes this is terrible customer service you messed up my reservation http co oylgeao7y8,0,
8316,8316, americanair and gold status too ,1,
8317,8317, virginamerica you re the best whenever begrudgingly use any other airline m delayed and late flight ,0,
8318,8318, jetblue you can 100 confirm that ,1,
8319,8319, united americanair this is the year for van gogh fans to visit europe http co e1eofthgaj,1,
8320,8320, united m counting on you please don let me down delayed again needtocatchmynextflight alreadyrebookedonce,0,
8321,8321, usairways yes not sure how you guys don know gate is occupied and keep us waiting,0,
8322,8322, united gives belfast hug with the new unmissable bushug format impact busads thinkbus belfastairport http co avbdstjujs,1,
8323,8323, united those whose pay to actually fly with you over 30k year deserve better service than cc holder ,0,
8324,8324, americanair no prebook flight for wife 40th bday in no recently have had surgery and can travel won let another go in my place,1,
8325,8325, americanair don believe it acceptable to have ticket changed after check in time amp not be notified apparently that standard ,0,
8326,8326, jetblue m disappointed my flight was cancelled flighted mostly because was excited to listen to the song m blue while flying on jetblue ,0,
8327,8327, southwestair m 30 mins out wait for me ,1,
8328,8328, united honestly couldn tell you all know is that originally we were going to have it brought in from the concourse,0,
8329,8329, united don care that thehipmunk link showed me wrong price on your site it your site amp responsibility to ensure correctness ,0,
8330,8330, united has the best pilots ever thank you guys for the great trip thatisall,2,
8331,8331, americanair am running out of battery you have my chargers clothes coat contact lenses need to be in mtg tom need help pathetic service,0,
8332,8332, southwestair flight 211pilot spilled his tea on the radio yay for delays almost an hour now ,0,
8333,8333, virginamerica debbie baldwin gave rockstar performance of the safety demo this evening on vx919 las2sfo bestcrew sherocks,1,
8334,8334, southwestair im just praying you get me home alive,0,
8335,8335, usairways thanks can you help remind the agents it ok ps heard rumors of streaming wifi tv movie service you might be installing,2,
8336,8336, united to top it all off your flight attendants talked loudly throug the flight even when the lights were dimmed resulting in no sleep,0,
8337,8337, americanair that was the worst customer service experience ever too bad for you m lawyer enjoy my wrath ,0,
8338,8338, usairways oh yes because had loads of time running to my connecting flight after you delayed me for about 90 minutes ,0,
8339,8339, united why does it take 4 6 weeks for new mileageplus premier card to be sent out stillwaiting doesntfeellikestatusyet,0,
8340,8340, united have to go back home have to use what the company has available but it unfair to stay more than 24 traveling,0,
8341,8341, united it freezing on the gate bridge waitingforbags united ewr,0,
8342,8342, southwestair need to cancelled flight few more can you please check dm,1,
8343,8343, jetblue we made it safe and sound thank you for the safe travels ,2,
8344,8344, united have voucher that expires next week can get an extension on it before it expires ,1,
8345,8345, united in 2015 united is unable to look up flight reservation by passenger name at the yyz check in counter wow smh customerservice,0,
8346,8346, usairways been on hold for more than 2 5 hours this after not getting through after 2 hours on hold this morning with no answer help ,0,
8347,8347, southwestair how can you get your tsa traveler id added to your boarding pass why would it not be included as tsa precheck flying tomorro,1,
8348,8348, usairways do you have phone nbr for refund dept ,1,
8349,8349, united these are great fares ,2,
8350,8350, usairways nothing was available male flight crew was not nice dismissive big guy was standby and probably didn even pay ,0,
8351,8351, americanair active_aly thx we have already been on the iberia website and seat reservation is unavailable hopefully we can call them ,0,
8352,8352, americanair congrats on your call center customer service guy named fidencio answered and he went above amp beyond to help me ,2,
8353,8353, usairways thank you 3860 to cincy just landed you should add frequent flyer miles to my account long incredibly frustrating day,0,
8354,8354, virginamerica really wish you fly out of fargo fargoairport those fares are amazings,2,
8355,8355, jetblue vegas desk said jfk connect would held 4 us and 26 others on our plane now staff at jfk says weather was problem epicfail,0,
8356,8356, united your website flight booking problems experience is an obnoxious upsell laden disaster for anyone with half brain ,0,
8357,8357, jetblue highlight of my travel is 3 hour delay and de icing twice now sitting in bumper to bumper traffic in taxi to finally get home ,0,
8358,8358, usairways m assisting marccopely he is already rebooked agents rude unhelpful discourteous frequentflyers appalled unacceptable ,0,
8359,8359, southwestair have been loyal to southwest from the beginning but very unhappy about your devaluation ,0,
8360,8360, united so what do you offer now that my flight was cancelled flighted and m stranded away from home and work ,0,
8361,8361, americanair tennetexan too bad there only like 3 people on that team then because this is next level unreal ,0,
8362,8362, united what up with the reduction in on 737 900s 1k who can no longer confirm forget upgrades just want legroom unitedfail,0,
8363,8363, usairways just passed the 3 hour mark onholdwith you for this call gave up after 2 5 this morning ,0,
8364,8364, jetblue for my grandma ella 80th she would love birthday greeting from your flight crew she was stewardess for eastern airlines ,1,
8365,8365, united gate announcement states delay due to maintenance yet app says late flight arriving aircraft tell the truth unfriendly,0,
8366,8366, americanair no will be calling corporate ,0,
8367,8367, southwestair thanks connection thru nashville have a1 boarding pass get to dallas gate boarding 40 min before flt get end of group,2,
8368,8368, southwestair your checkin system is poor,0,
8369,8369, united qlyss8 we don want our customers to be frustrated thank you for your patience jt lovely sentiment but not 180 one ,0,
8370,8370, usairways figure it out have had 2 cancelled flightled flights in the past week now coming home 2 hour delay and cart that pulls plane just broke,0,
8371,8371, usairways flights amp customer relations are extremely disappointing faced too many problems to type apology 25 towards flight joke,0,
8372,8372, united no not received any mails in either inbox or junk spam,1,
8373,8373, united conference begins in 3 hours up all night due to delays and still waiting to talk to someone about lost luggage ,0,
8374,8374, united no thank you,1,
8375,8375, united lost bag process is broken agent promised they call amp hold my bag when found now they re waking me at 3am delivery fail,0,
8376,8376, southwestair any updates on flights getting cancelled flighted into dal have connecting flight there and hope it doesn delay due to weather,1,
8377,8377, united would be on the next flight to hayden steamboat,1,
8378,8378, united pleasantly surprised with quality of service and flight flew lga cle den friendly crew love the concept of byod worksnicely,2,
8379,8379, jetblue fly u as much as can however your kiosks were broken in syr and there was 1 woman working the ticket counter she had a,0,
8380,8380, virginamerica didn today must mean need to take another trip ,1,
8381,8381, usairways shout out to cathy at the vegas airport check in for hooking us up ,1,
8382,8382, united m not child m someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes you,0,
8383,8383, jetblue ve had no shampoo no winter coat no deodorant no flatiron and the rest if my stuff since sat,0,
8384,8384, usairways when told csr would close acct he couldn care less,0,
8385,8385, usairways 1 hour and counting on hold why http co clob5qwmxr,0,
8386,8386, jetblue any idea when november december 2015 travel opens up ,1,
8387,8387, united assume those benefits only apply to my own reservation any way my partner on diff res can use them can we combine res ,1,
8388,8388, southwestair my flight was delayed 4 hrs m 5 months pregnant amp supposed to be caring for my mom whose in surgery now very upset ,0,
8389,8389, virginamerica has the most incredible customer service ve ever experienced so refreshing ,2,
8390,8390, southwestair crew of wn3946 san sfo was brilliant rita was hilarious know ve been down on you before but this was great flight,2,
8391,8391, united bad coffee but the juice is ok getphilz united terminal sfo airport http co sg7iqqfvso,0,
8392,8392, jetblue thank you,2,
8393,8393, united yes please trying to get to pop in newark now ,1,
8394,8394, americanair that unacceptable they should allow me to wait on hold or take my number and call me themselves ,0,
8395,8395, united thanks just sent ,2,
8396,8396, usairways being told tough break and this is how it is is unacceptable you can even tell me when my bags will be here,0,
8397,8397, americanair 3198 to aex is it still going ,1,
8398,8398, jetblue kylejudah new stroller the travel credit doesn help cover the cost of new stroller your crew ruined it and therefore should,0,
8399,8399, usairways finally spoke with someone have to email the refund dept love you guys but 6 hours in line to be told no dice sucks ,0,
8400,8400, united tell me that you re at least going to cover room and get me out of here ,0,
8401,8401, southwestair southwestoliver that a great fa right there ,2,
8402,8402, southwestair used to love you but you keep rescheduling my flights southworst,0,
8403,8403, americanair 1416 cancelled flightled can get out for two days no explanation ,0,
8404,8404, southwestair sev ppl im my office received an apology and 2k ff miles for this delay only apologize to select ppl got nothing ,0,
8405,8405, usairways americanair burned lot of time and cell minutes working through this flight issue hopefully we fly home in the morning ,0,
8406,8406, virginamerica requested window seat and confirmed window but got stuck in middle seat not good way to treat silver member ,0,
8407,8407, united cancelled flighted my flight from iad to jax was supposed to use plane from bna but used that plane for another destination instead 1 2,0,
8408,8408, usairways tried calling for yet another delayed flight and was told the phone line couldn handle the volume and was hung up on twice ,0,
8409,8409, united was patient when they refused to switch my flight bc of my checked bag then cancelled flightled the one was on,0,
8410,8410, jetblue thank you very much ,2,
8411,8411, usairways why the hell will you not put us in hotel when you ve stranded us your message says mechanical issues not weather usairways,0,
8412,8412, united nope had to rebook through houston so could get to amarillo before 11pm stuck in sfo for four hours ,0,
8413,8413, americanair m trying my hardest to not get frustrated but am getting no response on email or by phone aa owes me 500 how do claim,0,
8414,8414, americanair wasn able to get on hold your system kept kicking me to the main menu ,0,
8415,8415, jetblue hey friends stupid question can split payment methods for flight purchase example 1 2 debit card 1 2 billmelate flightr thanks ,1,
8416,8416, virginamerica is the website down ,0,
8417,8417, americanair flight cancelled flighted m trying to get to chicago what are me and justynmoro gonna do flying flight travel,0,
8418,8418, usairways not moving we are in the tarmac delayed for some unknown reason ll keep you posted,0,
8419,8419, southwestair can you show me some luv its 9 degrees and all this snow but imdetermined to go to destinationdragons http co oxm6cwgab7,1,
8420,8420, virginamerica thanks for gate checking my baggage on your full flight dfw lax 883 and giving me early boarding too sweet,2,
8421,8421, united how can you not know where my bags are you knew where they were 6 hours ago you are killing me worst service ever ,0,
8422,8422, jetblue yes but it hurt my feelings to walk by mint fella can dream happy4them,1,
8423,8423, united flight 5431,1,
8424,8424, jetblue hi just dm info,1,
8425,8425, united why was forced to check my rollaboard on ua 715 plenty of room in the overhead next to my seat http co 5xvnnmltiw,0,
8426,8426, southwestair on hold for 45 mins anyone hv connection at sw or at another airline to get from chi columbus to ewr in am ,0,
8427,8427, southwestair finally got me home bnasnow,1,
8428,8428, united did our bags leave washington yet that would be convenient seeing as we left there day ago unitedairlines lostluggage,0,
8429,8429, united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,0,
8430,8430, usairways your lack of customer service has shined need you to step up and get my lost baggage to delta so they can return it to me ,0,
8431,8431, united ve been waiting on my bag in iah for 45mins they re only 4 freaking people on that flight waiting for bags fix this ,0,
8432,8432, americanair thanks he is ,2,
8433,8433, southwestair hi can you please tell me why today flights from chicago to dia were cancelled flightled thanks ,1,
8434,8434, united you shouldn page head that it best to call 1 800 on hold 26 mins,0,
8435,8435, jetblue thank you for the reply would ve appreciated communication before checking in about the delay jetblue used to be my go to,0,
8436,8436, united you can say the flight is pulled in and departs in 2 mins if boarding hasn even started http co 2ikbp8gxwi,0,
8437,8437, americanair great job tyr ground crew now let get this bird outta here tell flight 3200 to wait on me be there in 45 mikes ,2,
8438,8438, usairways finally got ahold of an agent after another hour thanks for the follow up recommend call back feature ,0,
8439,8439, united thanks not sure arranged move to the earlier flight but m at the gate with seat assignment super nice agent at gate c4 ord,2,
8440,8440, united have been waiting 2 days for my military bags from an airport 3 hours away from me horrible ,0,
8441,8441, usairways question is why flight took off at all now friend is stuck needlessly in another city,0,
8442,8442, usairways 3935 sitting on freezing bus because nobody is in the plane what is up ,0,
8443,8443, usairways customer service at its best rachel took great care of us at the phx airport http co hg7veqhghy,2,
8444,8444, southwestair yeah it happens the phx airport has extra long waits all spring long something locals know but tourist don just fyi,1,
8445,8445, jetblue tough choices but did all simultaneously as business traveler best experience in long time wishmyflightwaslonger what,2,
8446,8446, southwestair or you could send me dm ,1,
8447,8447, jetblue seriously what is going on http co mthm9waobu,0,
8448,8448, united will not have to honor absurdly low mistake fares http co 2z3jv73ilw vía usatoday,1,
8449,8449, americanair united contact me or do something to alleviate this terrible terrible service but no your 22 year old social media guru,0,
8450,8450, jetblue am here what is your resolution ,0,
8451,8451, americanair how are you going to compensate all of whose days plans have been ruined because of the aa3490 delay pending cancelled flightlation ,0,
8452,8452, united we are delayed in san pedro belize we are scheduled to fly out at 3pm from belize city to houston will you wait please ,0,
8453,8453, southwestair so excited about our last minute trip to disneyland and she doesn know yet http co nkafbjyari,2,
8454,8454, southwestair would be great if atleast was next to my husband who is flying in the same reservation,0,
8455,8455, jetblue thanks m finding lower fares already on other carriers with direct flights july 8 13 ,2,
8456,8456, virginamerica amazing customer service again raeann in sf she the best customerservice virginamerica flying,2,
8457,8457, united once again your lack of customer service astounds me you are the worst airline in the history of airlines train your staff ,0,
8458,8458, united pleased to be premier platinum,2,
8459,8459, americanair there was no one from aa at the woase2015 event helsinkiairport lots of info available of winterops,0,
8460,8460, americanair 1 the lavatory freezes 2 problem with nitrogen line 3 low tire with the inflating equipment malfunctioning aa2444 and ,0,
8461,8461, southwestair been all up and down the area where the pic was taken and don see any albums ,0,
8462,8462,as am americanair but thankfully there was united lounge next door really not impressed by oneworld partnerships ,0,
8463,8463, usairways 2 hours on hold still no answer horrible ,0,
8464,8464, jetblue what confirmation number ,1,
8465,8465, southwestair get me on flight 4146 to denver and ll be more than happy ,1,
8466,8466, jetblue sylvie75015 good morning sylvie have great flight yourock gt thank you jetblue mxo42 henrikwagner73 jetbluerocks,2,
8467,8467, usairways this is complete waste of my day trip to my for work has now turned into sitting on your planes all day ridiculous,0,
8468,8468, southwestair cant look up my confirmation number at the moment on mobile the email is no longer in my inbox,1,
8469,8469, americanair been airport 8hrs been told nothing by anyone until now your rep has said we are waiting for the mechanics to finish lunch ,0,
